model,sourceFile,sourceRowRef,field,message
Subject,src/lib/content/master-syllabus-data.ts,id=3741,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 2 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3741,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 4 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3741,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 6 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3741,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 8 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3742,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 2 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3742,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 4 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3742,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 6 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3742,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 8 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3743,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 2 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3743,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 4 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3743,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 6 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3743,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 8 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3744,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 2 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3744,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 4 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3744,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 6 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3744,semester,"Multi-semester source row ""II/IV/VI/VIII"" expanded into Semester 8 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3769,semester,"Multi-semester source row ""VI / VII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3769,semester,"Multi-semester source row ""VI / VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3793,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 1 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3793,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 3 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3793,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 5 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3794,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 1 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3794,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 3 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3794,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 5 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3795,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 1 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3795,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 3 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3795,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 5 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3796,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 1 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3796,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 3 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3796,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 5 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3797,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 1 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3797,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 3 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3797,semester,"Multi-semester source row ""I/III/V"" expanded into Semester 5 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3801,semester,"Multi-semester source row ""II/IV"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3801,semester,"Multi-semester source row ""II/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3806,semester,"Multi-semester source row ""III/V"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3806,semester,"Multi-semester source row ""III/V"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3808,semester,"Multi-semester source row ""III/V"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3808,semester,"Multi-semester source row ""III/V"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3813,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3813,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3817,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3817,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3818,semester,"Multi-semester source row ""V/VI/VII/VIII"" expanded into Semester 5 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3818,semester,"Multi-semester source row ""V/VI/VII/VIII"" expanded into Semester 6 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3818,semester,"Multi-semester source row ""V/VI/VII/VIII"" expanded into Semester 7 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3818,semester,"Multi-semester source row ""V/VI/VII/VIII"" expanded into Semester 8 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3819,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3819,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3820,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3820,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3821,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3821,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3822,semester,"Multi-semester source row ""V/VI/VII/VIII"" expanded into Semester 5 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3822,semester,"Multi-semester source row ""V/VI/VII/VIII"" expanded into Semester 6 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3822,semester,"Multi-semester source row ""V/VI/VII/VIII"" expanded into Semester 7 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3822,semester,"Multi-semester source row ""V/VI/VII/VIII"" expanded into Semester 8 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3823,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3823,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3824,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3824,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3829,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3829,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3830,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3830,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3831,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3831,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3867,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3867,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3990,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3990,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3991,semester,"Multi-semester source row ""IV/VIII"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3991,semester,"Multi-semester source row ""IV/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3992,semester,"Multi-semester source row ""IV/VIII"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=3992,semester,"Multi-semester source row ""IV/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4006,semester,"Multi-semester source row ""VI/VII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4006,semester,"Multi-semester source row ""VI/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4221,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4221,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4222,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4222,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4223,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4223,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4224,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4224,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4225,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4225,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4226,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4226,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4227,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4227,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4228,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4228,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4229,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4229,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4230,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4230,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4231,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4231,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4232,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4232,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4233,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4233,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4234,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4234,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4235,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4235,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4236,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4236,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4243,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4243,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4244,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4244,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4245,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4245,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4246,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4246,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4247,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4247,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4248,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4248,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4249,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4249,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4250,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4250,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4251,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4251,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4252,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4252,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4253,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4253,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4254,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4254,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4255,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4255,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4256,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4256,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4257,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4257,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4258,semester,"Multi-semester source row ""III/IV"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4258,semester,"Multi-semester source row ""III/IV"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4265,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4265,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4266,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4266,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4267,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4267,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4268,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4268,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4269,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4269,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4270,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4270,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4271,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4271,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4272,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4272,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4273,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4273,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4274,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4274,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4275,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4275,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4276,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4276,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4277,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4277,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4278,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4278,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4279,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4279,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=4280,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
